chieuDai,chieuNgang,dienTich,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,QuanHuyen
4.0,6.0,24.0,4253.333333333333,2,2.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
8.3,3.1,26.0,8012.916666666667,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
14.0,4.2,61.0,3278.75,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
12.0,4.6,56.0,8779.583333333334,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 3
8.0,3.5,28.0,2619.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
,,45.0,4907.5,5,4.0,,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
8.5,3.3,28.5,2704.5833333333335,4,3.0,3.0,nhà phố liền kề,đang chờ sổ,nội thất cao cấp,quận 12
14.5,5.0,72.5,2528.75,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
15.0,3.8,53.0,10220.0,4,4.0,,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình thạnh
12.0,4.0,48.0,4340.416666666667,5,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
17.0,4.0,68.0,2849.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
30.0,5.0,150.0,2916.6666666666665,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 8
10.0,4.2,40.0,3229.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
10.0,4.0,40.0,1510.4166666666667,2,,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,quận 12
12.5,4.0,50.0,3333.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
8.0,4.0,32.0,3645.8333333333335,2,,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 7
,,20.0,16666.666666666668,5,5.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 1
,,88.0,4256.666666666667,5,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
14.0,5.0,70.0,5089.166666666667,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,10.0,50.0,5000.0,3,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận 10
7.3,3.2,23.36,4459.166666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 7
,,40.0,1302.0833333333333,3,,,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện hóc môn
14.0,5.0,70.0,3089.1666666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
7.0,3.5,22.0,7007.5,2,2.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
,,60.0,2708.3333333333335,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận 12
8.0,4.0,30.0,9861.25,3,5.0,,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
,,12.0,8229.166666666666,3,,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 4
10.0,4.0,40.0,1437.5,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
5.0,2.0,10.0,3208.3333333333335,1,,,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 7
15.0,4.5,67.6,2034.1666666666667,4,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
10.0,5.8,58.0,3865.0,4,2.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 1
19.0,6.2,116.8,2425.8333333333335,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
16.0,4.5,72.0,1765.0,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
13.0,3.4,46.0,4529.166666666667,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 11
13.0,4.0,50.0,3625.0,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
,,81.6,3574.1666666666665,2,,2.0,"nhà mặt phố, mặt tiền",đã có sổ,bàn giao thô,quận 12
,,206.1,4144.583333333333,1,1.0,2.0,nhà biệt thự,đang chờ sổ,nội thất đầy đủ,huyện bình chánh
7.5,6.5,45.0,3333.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
16.0,4.0,64.0,3125.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
14.0,4.0,56.4,4728.333333333333,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
20.0,5.0,125.0,1366.6666666666667,4,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
8.0,5.0,40.0,3333.3333333333335,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 7
14.0,4.0,56.0,3943.3333333333335,4,4.0,,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
8.0,2.0,16.0,6510.416666666667,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 4
10.5,3.5,36.0,4861.25,5,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận phú nhuận
12.0,4.0,48.0,607.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện hóc môn
,,35.0,4762.083333333333,2,2.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
15.0,4.0,58.4,6563.75,7,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân phú
20.0,4.0,80.0,7135.416666666667,4,,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
15.0,4.0,60.0,9375.0,8,6.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 4
10.0,4.0,40.0,4739.583333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình tân
7.0,3.0,21.0,4960.416666666667,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
30.0,8.0,240.0,6250.0,4,3.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân phú
22.5,4.0,91.0,3205.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
20.0,4.0,80.0,7083.333333333333,5,4.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận 8
3.5,3.5,12.25,1258.3333333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
18.0,4.0,60.0,6666.666666666667,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
16.0,4.0,60.0,5867.916666666667,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 7
10.2,7.5,76.24,3552.5,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
18.0,4.2,72.0,2309.1666666666665,3,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,huyện nhà bè
12.0,3.2,36.0,3345.0,4,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện nhà bè
15.0,4.0,60.0,3750.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
6.5,3.3,25.0,2750.0,3,3.0,2.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,huyện nhà bè
,6.0,36.0,2141.25,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,huyện nhà bè
12.0,3.2,37.0,2229.5833333333335,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện nhà bè
17.0,4.0,68.0,2328.3333333333335,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
20.0,10.0,200.0,7395.833333333333,6,3.0,6.0,nhà biệt thự,đã có sổ,bàn giao thô,quận gò vấp
13.0,3.5,45.5,3662.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình tân
,,65.0,3205.0,3,,,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình tân
12.0,4.0,48.0,3081.6666666666665,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
,,128.0,2246.25,2,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận 12
9.0,3.0,27.0,3009.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện nhà bè
,,60.0,3750.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
11.0,5.0,51.0,4779.583333333333,4,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
16.0,4.5,73.0,3025.0,2,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
12.0,4.3,52.0,3429.5833333333335,2,1.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
5.0,14.5,70.0,7083.333333333333,6,5.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận phú nhuận
9.5,4.0,38.0,3596.6666666666665,2,2.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
8.0,4.0,32.0,4466.25,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân phú
18.0,5.0,90.0,2013.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
20.0,10.5,240.0,1822.9166666666667,7,1.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
17.0,4.0,70.0,2440.4166666666665,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
12.0,3.0,40.0,1760.4166666666667,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện hóc môn
30.0,4.0,120.0,2257.0833333333335,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình tân
,,57.0,3655.0,4,2.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
12.0,4.0,48.0,3298.75,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
9.2,4.0,36.8,10756.25,4,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận phú nhuận
16.0,4.0,56.0,2075.8333333333335,3,2.0,4.0,"nhà mặt phố, mặt tiền",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,quận 12
13.5,6.5,80.0,2495.0,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
12.5,6.0,75.0,2111.25,3,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 8
7.0,5.0,35.0,2357.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
18.0,4.0,73.0,2654.1666666666665,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
,,112.0,2306.6666666666665,3,,,"nhà ngõ, hẻm",đã có sổ,,quận 12
6.0,3.4,20.0,6562.5,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 10
,3.0,12.0,5902.916666666667,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 4
15.0,7.0,125.0,6166.666666666667,10,6.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 10
14.0,4.2,60.0,3298.75,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
6.0,3.5,20.0,2270.8333333333335,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện nhà bè
,,88.0,2031.25,2,,,"nhà ngõ, hẻm",đã có sổ,,quận 8
11.0,4.0,44.0,3882.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
22.0,5.0,110.0,2878.75,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
20.0,4.0,78.0,10149.583333333334,8,,7.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 8
13.0,7.2,95.0,14254.583333333334,11,5.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình thạnh
15.0,4.0,60.0,3125.0,5,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
26.0,7.2,180.0,4305.416666666667,6,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
20.0,4.8,96.0,4340.416666666667,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện hóc môn
3.0,4.0,12.0,5138.75,1,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 4
20.0,4.0,80.0,4166.666666666667,10,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,,quận 4
4.5,2.8,12.6,6117.916666666667,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 4
8.5,3.5,30.0,6875.0,2,3.0,3.0,nhà phố liền kề,đã có sổ,,quận 4
10.0,5.0,54.8,4295.833333333333,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận 4
10.0,4.0,40.0,3125.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
,,64.0,8789.166666666666,7,4.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 4
11.0,3.5,38.5,1190.4166666666667,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện nhà bè
17.0,4.0,68.0,6433.75,5,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 6
20.0,4.0,80.0,7291.666666666667,6,1.0,6.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
13.0,4.8,62.0,2822.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
22.0,8.2,180.4,6467.083333333333,11,6.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
4.2,3.6,15.54,1930.4166666666667,1,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 12
,5.0,43.0,5717.083333333333,4,,,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
16.0,4.0,62.0,2822.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
,,62.0,2688.3333333333335,2,,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
10.0,3.0,30.0,3263.75,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,huyện nhà bè
9.0,4.0,35.0,7737.916666666667,2,,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 3
17.0,4.0,68.0,3976.6666666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
15.0,4.0,60.0,4090.4166666666665,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
5.4,7.0,40.0,6614.583333333333,3,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
19.0,4.0,76.0,3453.75,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
11.0,5.0,50.0,625.0,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện hóc môn
15.0,4.0,60.0,3750.0,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
,5.0,43.3,6928.333333333333,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận tân bình
10.0,3.0,30.0,7220.833333333333,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 10
6.5,3.0,19.0,6030.833333333333,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận tân phú
15.0,4.0,10.0,1875.0,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện hóc môn
16.0,4.0,64.0,8105.416666666667,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
7.0,4.0,25.1,7221.25,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 1
7.0,4.3,28.0,2976.25,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
13.0,4.5,58.0,1185.4166666666667,2,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,quận 12
9.0,3.5,30.0,4791.666666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận tân bình
10.0,4.0,40.0,2062.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
18.0,4.0,72.0,4629.583333333333,3,3.0,4.0,nhà phố liền kề,đã có sổ,,quận bình tân
20.0,5.0,100.0,1666.6666666666667,3,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
6.3,4.2,25.4,6725.833333333333,2,,,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
21.0,4.0,82.0,5335.416666666667,7,4.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận phú nhuận
22.0,5.0,92.0,1947.5,2,,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
10.0,3.6,36.0,4976.666666666667,5,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
14.0,2.8,35.0,4702.5,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
15.0,4.0,57.0,5775.0,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân phú
9.0,3.2,28.0,8184.583333333333,2,,,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận phú nhuận
30.0,9.0,280.0,4910.833333333333,6,,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
18.0,7.2,131.0,1208.75,3,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,huyện hóc môn
8.0,5.0,40.0,3333.3333333333335,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 7
15.0,4.0,60.0,3819.5833333333335,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
12.0,4.0,46.4,2649.1666666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
15.1,5.5,83.0,9538.333333333334,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận phú nhuận
16.0,4.0,64.0,2897.0833333333335,3,1.0,,nhà phố liền kề,đã có sổ,,quận tân bình
20.0,4.0,80.0,4427.083333333333,5,5.0,,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
27.0,8.0,210.0,11904.583333333334,10,3.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 1
,,87.0,7112.083333333333,5,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận 12
10.0,4.0,39.0,6196.666666666667,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận tân phú
,,106.5,3403.3333333333335,4,,,"nhà ngõ, hẻm",đã có sổ,,quận 4
,,64.0,3710.8333333333335,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
9.0,9.6,85.0,4019.5833333333335,5,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
17.0,9.0,153.0,3404.1666666666665,10,1.0,7.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
19.0,4.0,79.0,3955.8333333333335,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
17.0,4.45,68.0,7352.916666666667,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận gò vấp
7.0,7.0,49.0,2891.25,2,7.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
12.0,4.5,54.0,3780.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
17.0,6.0,100.0,10833.333333333334,6,7.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận phú nhuận
16.0,4.0,64.0,1920.4166666666667,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,huyện hóc môn
11.6,4.0,47.0,5496.25,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
12.5,4.2,50.0,9583.333333333334,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 11
13.0,4.0,50.0,3833.3333333333335,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
,5.0,75.0,1972.0833333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
,,52.0,7051.25,2,,,"nhà ngõ, hẻm",đã có sổ,,quận 10
15.0,5.0,71.0,2230.0,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện hóc môn
16.0,4.0,64.0,2962.0833333333335,4,4.0,,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 12
13.5,3.1,41.0,5081.25,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 11
5.0,4.0,20.0,2812.5,1,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,huyện bình chánh
18.0,4.0,72.0,6307.916666666667,5,4.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 7
,,82.0,3557.0833333333335,3,3.0,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
16.0,5.0,80.0,1713.3333333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
23.0,4.5,100.0,312.5,2,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện củ chi
15.0,4.0,60.0,3715.4166666666665,4,5.0,5.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,quận 12
,,68.0,7659.166666666667,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
14.2,4.2,60.0,4791.666666666667,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
22.2,3.81,91.8,6263.75,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
11.5,4.0,46.0,2223.75,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
13.0,4.5,60.0,3750.0,4,5.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,bàn giao thô,quận 12
11.0,5.0,55.0,5128.75,4,4.0,5.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận 12
14.0,6.0,84.0,1686.6666666666667,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
15.0,4.0,60.0,2430.4166666666665,2,2.0,,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
8.0,3.5,28.0,1919.5833333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
10.0,9.0,90.0,1666.6666666666667,3,,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
13.2,14.5,189.0,3086.25,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
12.5,4.0,50.0,3666.6666666666665,4,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
15.4,4.0,62.0,3763.3333333333335,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
,,90.0,2546.25,5,,5.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
11.0,8.0,88.0,2793.75,6,4.0,,"nhà ngõ, hẻm",đã có sổ,,huyện nhà bè
,,64.0,3775.8333333333335,3,,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
13.5,4.2,57.0,4824.583333333333,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
,,64.0,4882.916666666667,4,,,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
18.0,4.0,72.0,3761.6666666666665,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
18.0,3.6,66.0,7575.833333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 10
20.0,4.8,118.0,2012.9166666666667,8,1.0,7.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 7
16.0,4.0,64.0,3255.0,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
20.0,4.0,80.0,1927.0833333333333,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
23.32,8.0,179.0,3142.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
15.0,4.0,10.0,1562.5,1,9.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện hóc môn
7.0,2.0,14.0,4017.9166666666665,2,,,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
12.0,7.0,86.0,2907.0833333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
,,48.0,6076.25,4,,3.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
14.0,5.0,68.0,12255.0,11,8.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân bình
45.0,5.0,235.0,5851.25,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 11
18.0,4.0,72.0,4050.8333333333335,5,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
,,52.0,3685.8333333333335,4,,,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
15.0,7.0,105.0,8928.75,8,5.0,7.0,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
12.0,4.0,48.0,2196.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
12.0,4.0,48.0,1935.8333333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
10.0,4.0,40.0,2062.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
10.0,4.0,40.0,2447.9166666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
6.0,5.0,30.0,2611.25,3,2.0,,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình tân
